policy_item_id,policy_id,policy_insured_value_excl_vat,policy_insured_value_vat,broker_fee_excl_vat,broker_fee_vat,line_of_business_id
0cb77210-f5f1-4086-8a32-05ffbc46a7c2,d81d083a-2351-4bd0-b848-82435f146eb6,132873,19930.95,16146.798532569834,2422.019779885475,6
126f6af7-181e-4303-9026-05f066e2748b,d81d083a-2351-4bd0-b848-82435f146eb6,69650,10447.5,13930.0,2089.5,7
b6226c68-07a0-4cb0-ae95-1a4ca4312b6a,d81d083a-2351-4bd0-b848-82435f146eb6,136916,20537.399999999998,7119.139357028872,1067.8709035543307,8
5c61d572-f098-44aa-8e43-ba462c97be4f,d81d083a-2351-4bd0-b848-82435f146eb6,145674,21851.1,12643.16094483138,1896.474141724707,9
9a489375-88b2-4a8a-b3c1-cb52eba36713,88a10348-202f-4b55-bcde-862678bfeb39,99632,14944.8,19926.4,2988.96,0
fb26ec58-0c9a-4b3c-a5b0-452885914ffc,88a10348-202f-4b55-bcde-862678bfeb39,42789,6418.349999999999,8557.800000000001,1283.67,1
b8d39226-367e-4e3c-89ed-ade4633939fa,88a10348-202f-4b55-bcde-862678bfeb39,32488,4873.2,803.8518029118609,120.57777043677913,2
6aeff0cc-322e-4ffa-ad6e-5f5859134792,70018959-6abd-46e4-8817-2e17277560e3,40882,6132.3,8176.400000000001,1226.46,0
9efee11c-c503-4c2c-b122-c52f471a190c,70018959-6abd-46e4-8817-2e17277560e3,69639,10445.85,13927.800000000001,2089.17,1
3e70ae48-dd4d-4ffd-8049-4bae2a6aee94,70018959-6abd-46e4-8817-2e17277560e3,66521,9978.15,13304.2,1995.63,2
afa6539b-7de5-4f45-abdd-937d444fe376,70018959-6abd-46e4-8817-2e17277560e3,53670,8050.5,10734.0,1610.1,3
56b7bf64-32ad-43b2-bd34-f5583ad239ba,70018959-6abd-46e4-8817-2e17277560e3,148573,22285.95,3280.2850414599166,492.04275621898745,4
68e6808e-3cf8-4ee2-9042-bff51d631413,70018959-6abd-46e4-8817-2e17277560e3,95380,14307.0,19076.0,2861.4,5
6b7a169d-2704-4524-b9f3-0313d5395826,70018959-6abd-46e4-8817-2e17277560e3,149954,22493.1,29990.800000000003,4498.62,6
82138a24-504b-40ff-abda-0c526854ddbd,70018959-6abd-46e4-8817-2e17277560e3,59987,8998.05,11997.400000000001,1799.6100000000001,7
a6b4df43-8bc3-4ba6-8563-dda3c6513963,70018959-6abd-46e4-8817-2e17277560e3,39990,5998.5,7998.0,1199.7,8
528a9986-3389-4810-87a4-ea03089b456e,70018959-6abd-46e4-8817-2e17277560e3,29991,4498.65,5998.200000000001,899.7300000000001,9
2637893c-f4e5-4248-9f5f-44c14f467b1e,a82223ee-4986-492d-9693-3f5b697ec0ed,59297,8894.55,11859.400000000001,1778.91,0
98febb10-d171-4942-b401-c6dc48461fcc,a82223ee-4986-492d-9693-3f5b697ec0ed,140554,21083.1,28110.800000000003,4216.62,1
6540c9b4-de60-4b29-81d0-68ea7c1e8880,a82223ee-4986-492d-9693-3f5b697ec0ed,5498,824.6999999999999,1092.6210961773577,163.89316442660365,2
ddfc4268-b1f4-4429-aeb0-2033f3ce3268,a82223ee-4986-492d-9693-3f5b697ec0ed,20911,3136.65,4182.2,627.3299999999999,3
7abc239d-772d-4fa8-91f7-705104fe007d,a82223ee-4986-492d-9693-3f5b697ec0ed,4671,700.65,934.2,140.13,4
fbdc2b55-96a4-48c6-9380-72c5f91dadda,a82223ee-4986-492d-9693-3f5b697ec0ed,128342,19251.3,25668.4,3850.26,5
6c10eca5-9db4-48c3-bf99-0640dcc80acd,a82223ee-4986-492d-9693-3f5b697ec0ed,60009,9001.35,12001.800000000001,1800.2700000000002,6
8c0b5cc3-9bfd-4e98-8d8a-60da732631d5,a82223ee-4986-492d-9693-3f5b697ec0ed,19650,2947.5,3930.0,589.5,7
5145ee81-8642-478b-b91f-163f3f4ddf2b,a82223ee-4986-492d-9693-3f5b697ec0ed,137144,20571.6,15304.78554224124,2295.717831336186,8
5c4b682d-49a1-49c1-ba61-b5d3c6c7921b,a82223ee-4986-492d-9693-3f5b697ec0ed,51204,7680.599999999999,10240.800000000001,1536.1200000000001,9
44942345-79bb-47eb-8e84-37c998d78572,a82223ee-4986-492d-9693-3f5b697ec0ed,101767,15265.05,20353.4,3053.01,10
c7d88bf1-105f-4cad-be00-2b699401e895,a82223ee-4986-492d-9693-3f5b697ec0ed,98522,14778.3,19704.4,2955.6600000000003,11
8e7edaa5-b27a-4082-85d3-1d4b282ee481,a82223ee-4986-492d-9693-3f5b697ec0ed,149061,22359.149999999998,29812.2,4471.83,12
863bbc76-3256-4672-8df8-2f7346618a28,a82223ee-4986-492d-9693-3f5b697ec0ed,47516,7127.4,9503.2,1425.48,13
fa25de53-6a21-41f7-8751-6f9fba0cedb4,a82223ee-4986-492d-9693-3f5b697ec0ed,114886,17232.899999999998,22977.2,3446.58,14
704aae2c-756f-4e41-8cad-7a6a9d33577e,795c70b5-4152-4248-905b-8150c8ca3e0f,55798,8369.699999999999,11159.6,1673.94,0
c3df7770-40ba-4205-9c79-395f803b9b18,795c70b5-4152-4248-905b-8150c8ca3e0f,80938,12140.699999999999,16187.6,2428.14,1
26b89fcd-3310-43e0-8221-ce7bb78f8bf0,795c70b5-4152-4248-905b-8150c8ca3e0f,83540,12531.0,798.0835309712475,119.71252964568711,2
97dbf0c6-57c9-4087-877d-2db260252d29,795c70b5-4152-4248-905b-8150c8ca3e0f,123656,18548.399999999998,2956.4721698156454,443.4708254723468,3
4963325f-5870-4bc7-8662-346e41eee9c2,795c70b5-4152-4248-905b-8150c8ca3e0f,124681,18702.149999999998,24936.2,3740.43,4
6932bd90-cd05-452f-b2a8-0415bfdc63bf,795c70b5-4152-4248-905b-8150c8ca3e0f,35508,5326.2,7101.6,1065.24,5
d47e0bc6-3b78-4f96-ade4-cfbfd6e12b17,795c70b5-4152-4248-905b-8150c8ca3e0f,134089,20113.35,25800.400564615866,3870.06008469238,6
8e85f25e-72e6-4db1-aa3a-dd85e1318180,795c70b5-4152-4248-905b-8150c8ca3e0f,59494,8924.1,11898.800000000001,1784.8200000000002,7
54553d6a-a8b5-4958-9ca0-5fca1a0a6dfa,795c70b5-4152-4248-905b-8150c8ca3e0f,115351,17302.649999999998,23070.2,3460.53,8
0b8f94d3-a56a-4c09-a38d-9d492d070397,795c70b5-4152-4248-905b-8150c8ca3e0f,110476,16571.399999999998,22095.2,3314.28,9
09167b81-927d-4cc3-9a20-9f83e632159b,795c70b5-4152-4248-905b-8150c8ca3e0f,82240,12336.0,16448.0,2467.2,10
9e6f2ea6-0934-4775-81c7-1ce3c26de36a,795c70b5-4152-4248-905b-8150c8ca3e0f,14861,2229.15,2972.2000000000003,445.83000000000004,11
e3f7f5ec-3f58-4a33-a280-60e01fb58e6a,795c70b5-4152-4248-905b-8150c8ca3e0f,39401,5910.15,7880.200000000001,1182.03,12
fda7e7bc-76b2-4298-aa8d-36f1fc5422a8,795c70b5-4152-4248-905b-8150c8ca3e0f,25021,3753.1499999999996,5004.200000000001,750.6300000000001,13
aca787ae-0a2c-4d65-b15f-7a010b15d587,795c70b5-4152-4248-905b-8150c8ca3e0f,67032,10054.8,13406.400000000001,2010.96,14
b33ecbc0-a20a-4795-98d5-a4537e6ea145,795c70b5-4152-4248-905b-8150c8ca3e0f,74408,11161.199999999999,14881.6,2232.24,15
b7f7b386-7875-453a-b500-f87ecf2b033b,795c70b5-4152-4248-905b-8150c8ca3e0f,110783,16617.45,22156.600000000002,3323.4900000000002,16
fee2f11e-44dd-4072-ad0b-3a581ef48347,795c70b5-4152-4248-905b-8150c8ca3e0f,1242,186.29999999999998,248.4,37.26,17
65ad941e-e801-45ae-9085-2c5b549cd976,550762cd-9fa5-4f8c-bfca-37f40458184c,123684,18552.6,24736.800000000003,3710.5200000000004,0
eeaac4bc-8e11-4fb0-9457-f5d24aa8a568,550762cd-9fa5-4f8c-bfca-37f40458184c,33210,4981.5,6642.0,996.3,1
ac132606-3be0-4c95-9743-9df00faf5010,550762cd-9fa5-4f8c-bfca-37f40458184c,86717,13007.55,17343.4,2601.51,2
eacba05d-dda6-433e-95e2-e4f6a6828f4f,550762cd-9fa5-4f8c-bfca-37f40458184c,149325,22398.75,16106.747734794077,2416.0121602191116,3
1314fe6a-d6d0-41c1-a9b5-e15041dd0d93,550762cd-9fa5-4f8c-bfca-37f40458184c,45688,6853.2,8627.304811035056,1294.0957216552583,4
b72df59c-1638-4cbe-a7c0-4ab26b29b8e3,550762cd-9fa5-4f8c-bfca-37f40458184c,37781,5667.15,7556.200000000001,1133.43,5
08f43538-eb11-4fe2-a735-5417f8c74998,550762cd-9fa5-4f8c-bfca-37f40458184c,30473,4570.95,6094.6,914.19,6
60ed8da8-3ea4-4704-aee0-30c82f694b4d,550762cd-9fa5-4f8c-bfca-37f40458184c,89315,13397.25,17863.0,2679.45,7
7f597992-324b-4a76-b7d1-2e090e394261,94a6f34d-40c8-4860-8799-c89a66dece10,18803,2820.45,234.35864527715438,35.15379679157316,0
dcf741c5-09df-4258-bb98-64bbfabd3dc9,94a6f34d-40c8-4860-8799-c89a66dece10,97330,14599.5,19466.0,2919.9,1
3606cab1-3eb5-488c-851c-0bd9e63933eb,94a6f34d-40c8-4860-8799-c89a66dece10,13207,1981.05,2641.4,396.21,2
e6b05151-f069-46c5-bc01-d6be035410d0,94a6f34d-40c8-4860-8799-c89a66dece10,75040,11256.0,15008.0,2251.2,3
e9e4110b-553a-4143-acc4-5c273c70225e,94a6f34d-40c8-4860-8799-c89a66dece10,54292,8143.799999999999,10858.400000000001,1628.7600000000002,4
acff7311-b7f9-4dbf-b688-834927621dc2,94a6f34d-40c8-4860-8799-c89a66dece10,33783,5067.45,6756.6,1013.49,5
b5e2aec9-acf2-40e2-9ee7-7d368a400b70,94a6f34d-40c8-4860-8799-c89a66dece10,149458,22418.7,29891.600000000002,4483.74,6
75710e06-b872-4617-9977-92533c19b1db,94a6f34d-40c8-4860-8799-c89a66dece10,40203,6030.45,8040.6,1206.09,7
52495bea-a013-4bc1-ac82-64e4a0a60de1,94a6f34d-40c8-4860-8799-c89a66dece10,148349,22252.35,11807.844154140608,1771.176623121091,8
f0c703e6-1fe5-4207-ab73-08ae1d8f7fff,94a6f34d-40c8-4860-8799-c89a66dece10,39383,5907.45,7876.6,1181.49,9
bb613544-ba06-41c2-91ac-0ad833bf46b2,94a6f34d-40c8-4860-8799-c89a66dece10,10575,1586.25,2115.0,317.25,10
11dbb917-f2d1-4d20-9e5c-d4ec2068e66b,94a6f34d-40c8-4860-8799-c89a66dece10,136109,20416.35,27221.800000000003,4083.2700000000004,11
2eabdc1c-0e18-4e87-8d2d-042c056b6e31,94a6f34d-40c8-4860-8799-c89a66dece10,143380,21507.0,28676.0,4301.4,12
5ea12a86-4a05-48c0-8ef3-0e4d0573fd9b,94a6f34d-40c8-4860-8799-c89a66dece10,129364,19404.6,25872.800000000003,3880.92,13
2a287a16-e3a6-4a9a-a39d-7080a161876a,94a6f34d-40c8-4860-8799-c89a66dece10,121469,18220.35,24293.800000000003,3644.07,14
381b22ac-c8f1-4575-ad5b-c0c24eac65f9,94a6f34d-40c8-4860-8799-c89a66dece10,134283,20142.45,26856.600000000002,4028.4900000000002,15
b8af986c-f8ca-4f26-bfc1-31d04b99d6f6,94a6f34d-40c8-4860-8799-c89a66dece10,61462,9219.3,12292.400000000001,1843.8600000000001,16
241ebc2d-709c-4473-9ad4-189bba6aee6d,94a6f34d-40c8-4860-8799-c89a66dece10,56180,8427.0,11236.0,1685.3999999999999,17
06a9526c-eaac-407c-9cc6-2e94dc199ef6,94a6f34d-40c8-4860-8799-c89a66dece10,134442,20166.3,26888.4,4033.26,18
c9461dd6-36da-45ed-9a38-16870227e4bb,94a6f34d-40c8-4860-8799-c89a66dece10,101034,15155.099999999999,20206.800000000003,3031.0200000000004,19
f9977889-5c0a-4c64-a860-870ebf7288d5,3201ed8b-7beb-4baa-b146-976189b27654,62409,9361.35,12481.800000000001,1872.27,0
7787e0fc-8bf8-4f15-9e83-16dcf6e18494,3201ed8b-7beb-4baa-b146-976189b27654,146794,22019.1,29358.800000000003,4403.820000000001,1
cd86640e-8825-4cd9-95b6-c43654df9cee,3201ed8b-7beb-4baa-b146-976189b27654,147760,22164.0,29552.0,4432.8,2
f1a81a93-eb26-4c31-ba53-e18790510217,3201ed8b-7beb-4baa-b146-976189b27654,95807,14371.05,19161.4,2874.21,3
e11b0775-3754-43d1-b096-776ed131c1c8,3201ed8b-7beb-4baa-b146-976189b27654,102441,15366.15,20488.2,3073.23,4
c5974c93-ed3f-47db-b435-669fcf7b2a01,3201ed8b-7beb-4baa-b146-976189b27654,148691,22303.649999999998,29738.2,4460.73,5
7cda4947-f8c7-4a77-89d9-661227996af4,3201ed8b-7beb-4baa-b146-976189b27654,145287,21793.05,29057.4,4358.61,6
20397ba8-095d-4b16-9d17-f8f8914f9f21,3201ed8b-7beb-4baa-b146-976189b27654,81829,12274.35,16365.800000000001,2454.87,7
7ff49ce3-7cc5-4ac2-b4f4-3c4b603e169d,3201ed8b-7beb-4baa-b146-976189b27654,22327,3349.0499999999997,4465.400000000001,669.8100000000001,8
df1a3f2c-be54-49d8-ae66-cdf486dd5654,3201ed8b-7beb-4baa-b146-976189b27654,111620,16743.0,22324.0,3348.6,9
dcf41763-1a55-4ebf-a5dd-94587c337998,3201ed8b-7beb-4baa-b146-976189b27654,18761,2814.15,3752.2000000000003,562.83,10
055d4268-c969-492f-98fb-af6314c14e51,3201ed8b-7beb-4baa-b146-976189b27654,101494,15224.099999999999,20298.800000000003,3044.82,11
3907e90a-719b-4bf4-9f20-536e0da4008a,b2c9bf2c-2fc5-4505-890f-731daf6a242c,75753,11362.949999999999,15150.6,2272.59,0
8a4bc0be-27d4-4f92-81db-c3d8e9b985b4,b2c9bf2c-2fc5-4505-890f-731daf6a242c,74056,11108.4,14811.2,2221.68,1
bd102bd1-79ab-4da7-afd5-a93a39c4e2c6,b2c9bf2c-2fc5-4505-890f-731daf6a242c,98882,14832.3,19776.4,2966.46,2
c3d584f2-1888-42e0-a91a-81131bd70075,b2c9bf2c-2fc5-4505-890f-731daf6a242c,54832,8224.8,10966.400000000001,1644.9600000000003,3
9dd6a25a-d614-46ce-89d2-203d09904b1c,29dd0567-5653-4312-97fb-6a912012fcde,56427,8464.05,11285.400000000001,1692.8100000000002,0
d4908bea-7af7-4ee1-84bc-012996d20c0d,29dd0567-5653-4312-97fb-6a912012fcde,36164,5424.599999999999,7232.8,1084.92,1
b2a8088a-0e96-4fc8-8a60-07c13a218fb4,29dd0567-5653-4312-97fb-6a912012fcde,72713,10906.949999999999,14542.6,2181.39,2
b7bac8a4-1379-4c1d-b80c-dc994018a46e,697fd70e-0f32-47c4-91b1-156e33a9b7d6,148972,22345.8,29794.4,4469.16,0
4ce94bed-88bd-4750-8dbe-9a4ce1697d3f,697fd70e-0f32-47c4-91b1-156e33a9b7d6,84957,12743.55,16991.4,2548.71,1
f0f9f8cd-78ed-4304-b8ff-ccc7009a391b,697fd70e-0f32-47c4-91b1-156e33a9b7d6,132868,19930.2,26573.600000000002,3986.04,2
3e55bd87-d58a-49dc-95ad-75b094222240,697fd70e-0f32-47c4-91b1-156e33a9b7d6,50224,7533.599999999999,10044.800000000001,1506.72,3
25ced27f-52fa-4072-9ae2-14d7dec29214,697fd70e-0f32-47c4-91b1-156e33a9b7d6,20137,3020.5499999999997,4027.4,604.11,4
76935eb7-b139-4e58-a3a6-ae0fd0cd102a,697fd70e-0f32-47c4-91b1-156e33a9b7d6,22863,3429.45,4572.6,685.89,5
012ebee4-75cc-4564-9bcf-c62db46573e2,697fd70e-0f32-47c4-91b1-156e33a9b7d6,127645,19146.75,25529.0,3829.35,6
8862b839-8298-493d-9ae2-8fe15bd86931,697fd70e-0f32-47c4-91b1-156e33a9b7d6,68240,10236.0,13648.0,2047.1999999999998,7
b9679bed-d655-4274-92d1-28dec72693df,697fd70e-0f32-47c4-91b1-156e33a9b7d6,82655,12398.25,16531.0,2479.65,8
df53c242-b371-4449-8e59-85c080b3f194,697fd70e-0f32-47c4-91b1-156e33a9b7d6,79042,11856.3,15808.400000000001,2371.26,9
903ffdc4-b25d-435e-9f2e-b10d67dcecac,697fd70e-0f32-47c4-91b1-156e33a9b7d6,51284,7692.599999999999,304.7636513065436,45.71454769598154,10
85acafe8-5deb-4a88-b737-97fbaed3aff8,bc9f58eb-983e-459b-8414-1ef80a3b9775,117663,17649.45,23532.600000000002,3529.8900000000003,0
6fdcd0d4-cb00-42f0-8a96-e2c54a496992,bc9f58eb-983e-459b-8414-1ef80a3b9775,70619,10592.85,14123.800000000001,2118.57,1
fd667b07-ccde-482b-ae38-def158466576,fb5dd443-367b-4eec-8044-2c87dc188a11,90809,13621.35,15253.606896778243,2288.0410345167365,0
85f71d07-9952-4385-b0a8-5eafbece5cc6,fb5dd443-367b-4eec-8044-2c87dc188a11,87453,13117.949999999999,17490.600000000002,2623.59,1
3d8ef5d3-eaf0-4a6b-a132-6ad8287c3c42,fb5dd443-367b-4eec-8044-2c87dc188a11,34991,5248.65,6998.200000000001,1049.73,2
61ca4c6c-2d4e-4451-a0c2-4bcdfe310d75,fb5dd443-367b-4eec-8044-2c87dc188a11,20865,3129.75,4173.0,625.9499999999999,3
c8f341d6-dc38-49b3-89c5-58bed74899d3,fb5dd443-367b-4eec-8044-2c87dc188a11,62800,9420.0,12560.0,1884.0,4
fb850f5e-65e0-46de-b22a-582c7df9fa1e,fb5dd443-367b-4eec-8044-2c87dc188a11,1473,220.95,294.6,44.190000000000005,5
0a46ef9d-89b2-4777-9afa-5b51f2f7241f,fb5dd443-367b-4eec-8044-2c87dc188a11,72168,10825.199999999999,14433.6,2165.04,6
eee6b28c-28da-4b7e-8aad-4109820241fb,fb5dd443-367b-4eec-8044-2c87dc188a11,11740,1761.0,2348.0,352.2,7
fa046b06-f72f-451d-83b6-57375fabe940,fb5dd443-367b-4eec-8044-2c87dc188a11,105520,15828.0,12949.15118810416,1942.372678215624,8
c375cfb8-7083-49b9-a4d0-8a997c2cec7b,fb5dd443-367b-4eec-8044-2c87dc188a11,1464,219.6,292.8,43.92,9
2e1fec43-8713-4157-808d-6df1333ca95d,fb5dd443-367b-4eec-8044-2c87dc188a11,4131,619.65,826.2,123.93,10
365ccd4f-9ac1-4171-83f5-61d2dce02fc7,fb5dd443-367b-4eec-8044-2c87dc188a11,118338,17750.7,2369.7849018432476,355.46773527648713,11
a30c99be-515e-4b12-bc9a-cefe78d8ffa1,fb5dd443-367b-4eec-8044-2c87dc188a11,59035,8855.25,11807.0,1771.05,12
68cb775a-d0f2-428d-9036-f1d511faaa7a,fb5dd443-367b-4eec-8044-2c87dc188a11,32322,4848.3,3783.201201210542,567.4801801815813,13
c34cf6de-10cf-4fd0-a2f2-e70987fe3280,fb5dd443-367b-4eec-8044-2c87dc188a11,14467,2170.0499999999997,2893.4,434.01,14
06f82167-457e-4621-856b-a909efb6e90a,fb5dd443-367b-4eec-8044-2c87dc188a11,3196,479.4,639.2,95.88000000000001,15
fbeaabbe-38ae-45fe-b059-66d8b4529e66,fb5dd443-367b-4eec-8044-2c87dc188a11,25984,3897.6,5196.8,779.52,16
fd21492c-09d0-45f9-a1c9-36ce78ac4e56,fb5dd443-367b-4eec-8044-2c87dc188a11,21091,3163.65,4218.2,632.7299999999999,17
64ca257c-112b-4566-b474-9e6fb4d0b24a,76765a8f-54fc-456a-aede-00cf298d68fb,139894,20984.1,27978.800000000003,4196.820000000001,0
abfc21be-f78f-483a-aded-b45b1468c35d,76765a8f-54fc-456a-aede-00cf298d68fb,148441,22266.149999999998,29688.2,4453.23,1
d449e0e1-65e5-4860-8825-6b1aae6155ea,76765a8f-54fc-456a-aede-00cf298d68fb,121653,18247.95,22125.89265116256,3318.883897674384,2
ad1e46df-2f90-47cb-aa64-7aacbe860e6c,76765a8f-54fc-456a-aede-00cf298d68fb,115697,17354.55,23139.4,3470.9100000000003,3
7a3c4da0-b5ed-4186-8cc1-f0f62c405a9f,76765a8f-54fc-456a-aede-00cf298d68fb,102132,15319.8,20426.4,3063.96,4
4d684387-8a67-4eb0-9a1e-9705dab44ecd,76765a8f-54fc-456a-aede-00cf298d68fb,106698,16004.699999999999,1562.6332474773824,234.39498712160736,5
b8f82e8b-7f07-4810-811b-2d26a2fa4a36,76765a8f-54fc-456a-aede-00cf298d68fb,54741,8211.15,3997.222108697138,599.5833163045706,6
09ff6903-a5ca-46f5-b48a-4f10407ef394,76765a8f-54fc-456a-aede-00cf298d68fb,80643,12096.449999999999,16128.6,2419.29,7
8a8e25e8-7f6c-421d-9741-be594dbf3777,76765a8f-54fc-456a-aede-00cf298d68fb,77673,11650.949999999999,15534.6,2330.19,8
8f5707ac-e3e2-4b74-8def-b381e67d457b,76765a8f-54fc-456a-aede-00cf298d68fb,39989,5998.349999999999,7997.8,1199.67,9
c8385f0f-c62c-460b-91e5-00af8bc28b5b,76765a8f-54fc-456a-aede-00cf298d68fb,60139,9020.85,12027.800000000001,1804.17,10
927a4e9e-1169-4733-8dd9-d1d772379ab9,76765a8f-54fc-456a-aede-00cf298d68fb,117541,17631.149999999998,23508.2,3526.23,11
5e531ac0-a5b7-4693-bcad-8f1b73d3a0ff,76765a8f-54fc-456a-aede-00cf298d68fb,38313,5746.95,269.2756903508342,40.391353552625134,12
61a51fec-85d5-4eed-82a1-f9de11b5ea94,76765a8f-54fc-456a-aede-00cf298d68fb,133513,20026.95,26702.600000000002,4005.3900000000003,13
0ee4fbd6-212a-43d1-a82f-b0dfe260ad24,76765a8f-54fc-456a-aede-00cf298d68fb,118004,17700.6,23600.800000000003,3540.1200000000003,14
addabebc-5ac9-40bf-9db0-7e4c1659a9a9,14bb3ded-29d3-42dc-81c4-60d3e8869d29,83709,12556.35,16741.8,2511.27,0
75ff9719-c5ae-4b70-82e9-58b88ba9155e,14bb3ded-29d3-42dc-81c4-60d3e8869d29,30358,4553.7,6071.6,910.74,1
82eb9bc3-9e80-4938-93c8-ec1cb8efac58,14bb3ded-29d3-42dc-81c4-60d3e8869d29,127598,19139.7,25519.600000000002,3827.94,2
e0f9c092-888e-4e7f-b88e-4ea6d628cc5d,14bb3ded-29d3-42dc-81c4-60d3e8869d29,40455,6068.25,8091.0,1213.6499999999999,3
6c5304d1-54c4-4715-9ebb-fc39f27f5bdc,14bb3ded-29d3-42dc-81c4-60d3e8869d29,118024,17703.6,1519.8390488600814,227.9758573290122,4
38781f8e-9a9b-4715-9fbf-d9be350405c7,14bb3ded-29d3-42dc-81c4-60d3e8869d29,147240,22086.0,29448.0,4417.2,5
07d6dda2-50e5-4d87-b21a-c376c2f6de0a,14bb3ded-29d3-42dc-81c4-60d3e8869d29,41607,6241.05,8321.4,1248.2099999999998,6
d381be14-61b3-43d0-ab1d-8031bf782bd7,14bb3ded-29d3-42dc-81c4-60d3e8869d29,31915,4787.25,6383.0,957.4499999999999,7
738d33b4-899b-4e58-80e1-1f103caea8fd,14bb3ded-29d3-42dc-81c4-60d3e8869d29,131846,19776.899999999998,26369.2,3955.38,8
3962e362-af86-49e7-9942-dd1897f965c7,14bb3ded-29d3-42dc-81c4-60d3e8869d29,126988,19048.2,25397.600000000002,3809.6400000000003,9
2485c8c5-3be2-4f27-aff0-c9878c9ee6e0,14bb3ded-29d3-42dc-81c4-60d3e8869d29,92290,13843.5,2359.6210193982165,353.9431529097325,10
8ba103db-1fda-4ee1-8b5f-9c887240aa3b,3be1da0f-905c-4314-97cc-7f98f58849e8,38790,5818.5,7758.0,1163.7,0
c1a7e36e-5faa-450e-aec4-c253f9803884,3be1da0f-905c-4314-97cc-7f98f58849e8,59099,8864.85,11819.800000000001,1772.97,1
e651e745-3758-49a6-b088-ba50ddff9341,3be1da0f-905c-4314-97cc-7f98f58849e8,147804,22170.6,29560.800000000003,4434.12,2
38f24b39-a187-497d-a390-9582328060d7,3be1da0f-905c-4314-97cc-7f98f58849e8,65369,9805.35,13073.800000000001,1961.0700000000002,3
5f401024-42b5-402e-98db-2bbd93b97db7,3be1da0f-905c-4314-97cc-7f98f58849e8,143739,21560.85,28747.800000000003,4312.17,4
5a10bf4c-8a3c-4baf-9617-ee79065eebf2,3be1da0f-905c-4314-97cc-7f98f58849e8,14838,2225.7,2967.6000000000004,445.14000000000004,5
3827f421-c87b-4f8f-8760-e127f2e2bb37,3be1da0f-905c-4314-97cc-7f98f58849e8,29462,4419.3,3896.846017187858,584.5269025781787,6
8c5df41d-8ff8-4a52-b7ab-a1701402945a,3be1da0f-905c-4314-97cc-7f98f58849e8,41407,6211.05,8281.4,1242.2099999999998,7
3eb8f522-3b25-467b-905d-a782f6c1da17,3be1da0f-905c-4314-97cc-7f98f58849e8,32432,4864.8,1811.4455017241905,271.71682525862855,8
bb3263b2-5fe3-46b3-82db-14e6a40db8e9,3be1da0f-905c-4314-97cc-7f98f58849e8,12392,1858.8,474.47566182046256,71.17134927306938,9
83f99210-66d4-4fdf-bd9b-9aa2f905da3e,3be1da0f-905c-4314-97cc-7f98f58849e8,38185,5727.75,4711.376280095362,706.7064420143042,10
ea29b9e4-4ee1-4618-919b-070f2e4d27fa,3be1da0f-905c-4314-97cc-7f98f58849e8,130080,19512.0,1371.6695100912937,205.75042651369404,11
db675ca1-b234-4a54-a8eb-a46681d4bab2,3be1da0f-905c-4314-97cc-7f98f58849e8,8167,1225.05,1633.4,245.01,12
b4898878-92e7-4eda-8698-df1e9201b1e2,3be1da0f-905c-4314-97cc-7f98f58849e8,83950,12592.5,4002.3721004430868,600.355815066463,13
deb5b3ba-585d-4a8b-aa53-349c813abc2d,3be1da0f-905c-4314-97cc-7f98f58849e8,63527,9529.05,12705.400000000001,1905.8100000000002,14
e2af9f52-f15d-42a1-bb24-f11544cef89c,3be1da0f-905c-4314-97cc-7f98f58849e8,63680,9552.0,1986.8918654787922,298.0337798218188,15
f44ed4e4-059a-48e3-bcad-4fd78012f78d,3be1da0f-905c-4314-97cc-7f98f58849e8,34230,5134.5,925.2506658677171,138.78759988015756,16
68b76e33-8395-4dfc-b54a-e8cec15fe093,3be1da0f-905c-4314-97cc-7f98f58849e8,132475,19871.25,26495.0,3974.25,17
7d804cf9-d6a2-4285-9201-ac7dbedcc332,3be1da0f-905c-4314-97cc-7f98f58849e8,125696,18854.399999999998,13335.270882973571,2000.2906324460355,18
5e69dfd6-b2e4-4b88-91bd-df28eb238fca,c506d881-d1ae-4303-8adc-ad7d29224fca,96083,14412.449999999999,19216.600000000002,2882.4900000000002,0
e64b6dd8-2778-46bc-94d8-2b2996373e05,c506d881-d1ae-4303-8adc-ad7d29224fca,7861,1179.1499999999999,1572.2,235.82999999999998,1
145c59d8-21ee-4d1b-a70a-9049963469f3,adc5718f-3915-471d-b902-885b76dc338d,94534,14180.1,18906.8,2836.02,0
35c77810-2bf0-44e6-926c-472be4980fda,adc5718f-3915-471d-b902-885b76dc338d,88109,13216.35,17621.8,2643.27,1
2d95b7f3-29f7-4784-a762-55feb6ce67df,adc5718f-3915-471d-b902-885b76dc338d,100271,15040.65,20054.2,3008.13,2
13eaf1fe-df39-4abf-b541-95d5de8d883f,adc5718f-3915-471d-b902-885b76dc338d,1103,165.45,6.40251932521813,0.9603778987827194,3
10ffdb91-2866-47be-9af7-ed0c51510aaf,adc5718f-3915-471d-b902-885b76dc338d,3974,596.1,794.8000000000001,119.22,4
541473d7-ca37-4df7-8a9c-b28bdc51ae68,adc5718f-3915-471d-b902-885b76dc338d,10927,1639.05,2185.4,327.81,5
501e05f4-f46e-44fc-83d7-599fbb77aa3c,adc5718f-3915-471d-b902-885b76dc338d,92965,13944.75,18593.0,2788.95,6
